,comment,sentiment,positive,negative
383,내가 게이인데 솔직히 뷰티크리 남자분들 끼로라가 너무 나와서 일반분들도 끼로라를 캐치하셔서 말하는것같은데 내가봐도 너무 티남,Negative,0.00927030760794878,0.9907296895980840
386,화장하는 남자가 게이는 아니지만게이들은 모두 화장하더라,Negative,0.01117885671556000,0.9888211488723760
387,존나다극혐 ㅋㅋㅋ,Negative,0.0013648703461512900,0.9986351728439330
389,존나 역겹네,Negative,0.0014106892049312600,0.9985893368721010
390,합니다... 너무 많이 해요... 남자가 되고 싶은 거냐 남자냐 남자 같다...,Negative,0.001421481603756550,0.9985784888267520
393,개 역겹네 ㅋㅋㅋㅋㅋㅋㅋ,Negative,0.0014733450952917300,0.9985266327857970
395,)*( 똥이 주르륵 우욱씹;;,Negative,0.1294213831424710,0.8705785870552060
396,전부 공통점이 말투가 되게 여성스럽네,Negative,0.006383062805980440,0.9936169385910030
397,5년후 미래 : 항문에서 똥 줄줄 흐름,Negative,0.06190495565533640,0.9380950331687930
398,화장하는 남자 응원 못합니다!!,Negative,0.006908463779836890,0.9930915236473080
399,뭔 화장이여 남자가,Negative,0.0018941322341561300,0.9981058239936830
407,진짜게이같네,Negative,0.0014875887427479000,0.9985124468803410
409,네 다 게 네 다 똥 네 다 퀴,Negative,0.001461873878724870,0.9985381364822390
412,ㅡ똥ㅡ,Negative,0.005900056101381780,0.9940999746322630
419,똥게이 ㅋㅋ,Negative,0.0071024117060005700,0.9928975701332090
425,화장을 해서 충분히 잘생겨진다면 여자들도 보기좋지만 입술 너무 빨갛게 하고 볼터치가 과하고 피부톤이 너무 밝고 섀도우가 블링블링하다던지 아이라인을 쫙 뺀다던지 하면 거부감이 들죠.. 여드름 가리기 위해 컨실러 바른다던지 눈썹 숱이 없어서 채우는건 당연한거지만 아무 문제가 없는데 입술빨갛고 하얗게 하면 잘생겨보일려는게 아니고 예뻐보이려고 하는건가? 싶어서 그래용,Negative,0.016632981598377200,0.9833670258522030
428,으 극혐...,Negative,0.0016003074124455500,0.9983996748924260
430,예전엔 화장하는 남자분들 좀 그랬는데지금은 자기관리 할줄아는 남자분들이 좋음그래도 과한거는 싫단말이지,Negative,0.07503639161586760,0.924963653087616
431,남자가 남자답고 여자가 여성스러울때 가장 멋잇고 예쁜것이다 자연을 거스르려하니까 꼴보기가 싫은거야 여자가 가슴 절벽에 남자처럼 울긋불긋 근육있으면 좋냐? 똑같은거야 자연을 거스르려하지마라 남자면 남자답게 운동을해서 떡대를 키워,Negative,0.12237218022346500,0.8776277899742130
433,좀꾸며 남자놈들아!!!!!!좀 꾸미라고!!!!!예쁘게 가꾸라고!!!!!!!못생긴얼굴 보기싫다고!!!!!!!!!!!,Negative,0.028666913509368900,0.9713330864906310
452,우리가 어떤 민족 입니까 오지랖의 민족 아니겠습니까?!,Negative,0.06868540495634080,0.9313146471977230
462,화장하는 남자인데 다른 욕 다 그러려니 넘기는데 게이같다는 말은 진짜 화남,Negative,0.09862465411424640,0.9013753533363340
500,화장한다고 게이라고 비판하면 화장안하시는 여자분들께 레즈냐 라고 하는거랑 똑같음,Negative,0.010641067288816000,0.9893589615821840
508,화장... 아.. 세수하고 로션 바르는 것도 힘든 나에게는 고역이다. 모두 화장하는 세상... 지옥이다. 그냥 하고싶은 사람 하고 말고 싶은 사람 말았으면 좋겠다.그리고 내 눈에는 화장하는 남자가 이상하게 보이는 것은 사실이다. 그 생각도 고치라고는 말았으면 좋겠네.. 친구..,Negative,0.05912282317876820,0.9408771991729740
535,화장하는건 전혀 문제없다고보는 1ㅅ.근데 미국에선 그러고 다니지 마시길.. 게이로 오해받음,Negative,0.057872068136930500,0.9421279430389400
536,남자도 화장할수있지 뭐 근데ㄹㅇ 여자만큼 화장하거나 더 심하게 하는건 솔직히 조큼 그럼;;,Negative,0.005165278445929290,0.9948347806930540
547,그래도 남자중에 학교에서 화장하는 시키있는데.. 선생님이 남자인데 화장왜하냐고 묻지는 않음..... 좀 무섭긴한데...,Negative,0.04785709083080290,0.9521428942680360
548,러시아에서 저러면 죽도록 쳐맞는다 진짜,Negative,0.006631617434322830,0.9933683276176450
560,"남자가 여자처럼 막 화장하는건 이상한게 맞다. 근데 다른 사람이 봤을때 ""아 이사람은 얼굴 관리 하는 사람이구나""  ""꾸미고 다니는 사람이구나"" 라고 생각하는건 이상한게 아니지 남자는 머리빨 이라고? 웃기지 마라 다크서클에 피부 더럽고 윤기없고 여드름 뾰루지 나있고 입술은 창백한데 머리만 좋게 꾸미면 뭐하나? 기본적으로 얼굴도 꾸며야 멋져보이는 거다",Negative,0.03761262446641920,0.9623873829841610
562,저분들은 한국에서 태어난 게 다행입니다. 미국 호주 러시아 등등의 나라에서 저러고 다니면..,Negative,0.016321072354912800,0.983678936958313
565,화장하는게 문제가아니라 티나게 화장하니까 별로여서 그렇지;;,Negative,0.022762758657336200,0.9772372245788570
572,송중기나 박보검이 화장하면 존멋 이러면서 그냥 남자가 화장하면 게이라고 하는거 자체가 이상한듯,Negative,0.005594446789473300,0.9944055676460270
589,말이되는소리를해랔ㅋㅋㅋ 그러면 티비에 가수들도 게이겠넼ㅋㅋㅋㅋ화장하니깐ㅋㅋㅋ,Negative,0.0015458647394552800,0.9984541535377500
603,과하다? 그 기준은 누가 정하지?관리하고 꾸미는 내가 정하는 거야.,Negative,0.0014620258007198600,0.9985380172729490
606,아니 근데화장품가게네 들어가기가 뭔가 쪽팔 ㅋㅋㅋㅋ못사겠어!!! ㅋㅋㅋㅋ,Negative,0.008795770816504960,0.9912042021751400
607,난 이렇게 생각한다.남자던 여자던 척! 나타났을때 예쁘고 잘생기면 그만.,Negative,0.00978371873497963,0.9902162551879880
618,근데 외국나가도 남자가 화장하면 욕먹지않나,Negative,0.03574949875473980,0.9642505049705510
629,화장하는 남자 좋은데 자기관리 하는거니까 이해안되는데 보이그룹이 화장하고 나오면 멋있게 생각하고 저사람들이 화장하면 게이같다는게 뭔 논리임 ?,Negative,0.050431009382009500,0.9495689868927000
632,남자분들 중에 가끔 얼굴 허옇게 뜨게 화장 하신 분들은 좀 그렇긴 함.거울로 보면 티가 잘 안 나지만 밖에서 보면 티 엄청 나던데.,Negative,0.005188995506614450,0.9948109984397890
635,남자연예인들도 다 화장하는걸 뭐.. 화장한다고 게이라니,Negative,0.02886858768761160,0.971131443977356
639,우ㅜ저.. 만나봬면 얘기할게요. 몇가지는 이해가는데 몇가진 이해안가서 댓 달아요 여잔데 화장안하면 안하냐고 왕따시켜요,Negative,0.003951143939048050,0.9960488677024840
646,그럼 남자 연예인들도 다 게이라고 말하는것과 같은데....에효,Negative,0.05676843971014020,0.9432315826416020
648,아 그래서 아이돌들보고 게이팝이라 부르는구나,Negative,0.06753020733594890,0.9324697852134710
650,아니 남자가 화장하는게 어때서...난 화장안하는것 보다 화장하는게 더 자기관리 잘한다고 생각하는데그리고 남자가 화장한다고 게이야?나같으면 진짜 안하고 못생긴것보다 그냥 하고 잘생겨보이는게 좋겠다그리고 화장은 여자가 하는 거라고는 안보고 화장은 주로 여자가 한다고 생각함,Negative,0.00955277867615223,0.9904472231864930
655,당당하게 다녀요! 멋지세요! 죄도 아니고 화장한다고 누가 피흘리는것도 아니고 보고싶지 않으면 안보면 그만이지 왜 게이X끼라고 다른사람 면전에 대고 자기입까지 더럽혀가면서 욕하는건지 참.  남성분들만큼 근육키우고 머리 짧게하고있는 여성있으면 그 여성분한테가서 너여자 아니지? 이러는거랑 같은 맥락 아닌가,Negative,0.04458581656217580,0.9554141759872440
658,"아직도 지방이 밑지방이라 그런지 남자들이 관리하는 ( 눈썹 , 피부 , 등 ) 은 이질감이 없는데 나머지는 좀 이질감이 크게 느껴짐 한국에서 살아서 그런건지 선입견이 바로생김 게이같다고 느껴지고",Negative,0.010777976363897300,0.9892220497131350
669,화장은 자신의 자유인데 왜 남자가 화장하면 게이라고 생각하지...?,Negative,0.0803348645567894,0.9196651577949520
670,남자가 화장하는건 상관없지만 나는 못할듯...,Negative,0.003742370754480360,0.9962576627731320
677,연애인들도 화장하는데 그럼 보이그룹연애인들은 게이인거야..? 왜이리 생각들이 꼬여있지 내가 여자면 나다운게 여자다운거지뭐..ㅋㅋ,Negative,0.007362744305282830,0.9926372766494750
693,게이는 욕이 아닙니다 ... 왜 게이냐 여자냐는 말이 놀림거리가 돼야 하죠..?,Negative,0.0493101105093956,0.9506899118423460
694,음.. 화장에 전혀 관심 없는 남자 입장에서 정말 솔직히 말하자면 화장하는 남자 유튜버들 화장이 좀 과한 건 사실임..... 근데 그게 뭐? 이런 사람도 있고 저런 사람도 있는 거지 그걸 가지고 욕지거리 하는 게 더 비정상 아니냐? 무슨 범죄를 저지르는 것도 아니고.. 그리고 보기 싫으면 안 보면 되지 쫓아다니면서 욕지거리 하는 쟤들 인생이 더 불쌍ㅠ 관심 구걸하는 거지 뭐 ㅋㅋㅋㅋ 근데 나 이해 안되는게 댓글에 왜 남자들한테 화장 하라고 난리지? 여자들은 무슨 탈코 한다고 화장도 안 하지 않았음?? 뭐야......,Negative,0.007023339159786700,0.9929766654968260
703,화장은 자기자신을 멋있게 또는 꾸미는거라고 부모님께서 말씀 해주셨는데.... 화장한다고 게이라뇨?? 당최 이해가 안갑니다 설명해주실분??,Negative,0.0027223960496485200,0.997277557849884
717,눈썹정리까지는 괜찮은데..음 난 못하겟다,Negative,0.001364131923764940,0.9986358880996700
724,화장이 좋고 나쁘고떠나서 여자들이 그래도 자기영역이 화장이고 그걸로이쁨을 강조하는데 남자가해서 좋을까,Negative,0.006643747910857200,0.9933562278747560
726,화장해도 여자처럼 화장하는거아닌데.. 입술 빨갛고 불터치 찐하게 하는것도 아닌데. 애교살같은것도 안그리고. 이건 걍 아이돌수준이지 머. 솔직히 화장하는남자가싫은게 아니라 전 게인적으로 여성스럽게 화장하는남자가 별로임..이뻐보이려고 화장하는거 여성스러운거란얘기지..근데 이분들은 메이컵하면 이쁜거보다 피부가 더 좋아지고 더 멋진거같음,Negative,0.0013387035578489300,0.9986612796783450
730,찌질하게 자기랑 다르다고 욕하네,Negative,0.004220695700496440,0.9957793354988100
743,남자다움..여성스러움..학생답게..이게 다 뭐죠..;,Negative,0.01267895009368660,0.9873210787773130
758,"남자는 화장하는 거 아니라면서 내빼는 사람들일수록 여자는 이래야 한다, 이러는건 여자답지 못하다 하면서 여성비하를 자주 일삼더라.",Negative,0.02798478864133360,0.9720152616500850
760,화장한다고 게이면 연예인들은 다 게이려나?;,Negative,0.0025487986858934200,0.9974511861801150
766,뭐그러면 연애인도 화장하니깐 XXXX야?,Negative,0.003903805511072280,0.9960961937904360
767,"남성분들의 화장은 본인의 자유이고, 응원하는 입장에서 이 영상에 이부분이 걸리네요. 남자가 화장을 하면 이상하게 보고 남성성을 어기는 이상한 사람취급 당하는 것을 반발하시면서 근거로 여자가 화장을 안하면 여성성을 벗어나는 사람 취급당하지 않잖아요라고 하시는 부분이..여자분들 화장안하면 왜 안하냐, 머리자르면 남자냐, 남자가 되고싶냐 소리 듣는거 맞거든요. 예시를 저렇게 드시는건 아닌것 같네요.",Negative,0.14847923815250400,0.8515207767486570
769,왜 화장하면 게이라고 그렇게 단정짓나..,Negative,0.11615414917469000,0.883845865726471
780,근데 남자뷰튜버 다들 그거 맞음 ㅋㅋㅋㅋㅋㅋㅋ,Negative,0.1389908790588380,0.8610091209411620
788,아니 하 화장품가게 진짜 겁나불편해요 올리브영 롭스 같은 그런데는 상관안쓰는데 다른데는 다 여자친구줄꺼냐고 어이없어요 결국 하나도 사고싶진않아요 그냥 물어보지 말아주실래요? 저희가 물어볼게요,Negative,0.0017632025992497800,0.9982368350028990
789,남자다움은 뭐고 여자다움은 뭐야? 꾸미고 화장하면 여자다운거? 남자가 화장할 수 있는거고 여자가 화장 안할 수 있는거고.. 자,Negative,0.0016987738199532000,0.9983012080192570
804,남자들이 화장 한다고 게이면 남자 아이돌 남자 연예인도 게이 아님?,Negative,0.004327773116528990,0.9956722259521480
809,남아이돌 촬영할 때 화장하면 다 게이인가 이해가 안돼...,Negative,0.12078884989023200,0.8792111277580260
811,음...여기나오신 분들은 남자 여자를 다 떠나서..뷰티유투버라고도 말하기도 애매한 어중이 떠중이,Negative,0.0014019983354955900,0.9985979795455930
828,자기가 하고싶으면 하는거지뭐  자기가 좋아하는거 하는데  오지랖좀 그만 부리소  내취향은   여자생얼이 좋드라 필자도 화장 안하는 스타일,Negative,0.013011623173952100,0.9869884252548220
830,ㅋㅋ 악플러분들~~~남자아이돌은 뭐에요^^남자아이돌들도 게이나요??ㅎㅎ 남자아이돌도 화장합니다. 뷰티는 남자도 합니다.ㅎㅎ 썬크림 로션도 회장품이에요 립밤도 그 조차 안하는게 이상한건데....화장은 신이다!!악플따위 무시하세요,Negative,0.09171479940414430,0.9082852005958560
840,그럼 남자아이돌은 다 게이???,Negative,0.005803689360618590,0.9941962957382200
842,와..솔찍히 아이돌도 다 화장함 그럼 아이돌도 개이냐?,Negative,0.0025086523965001100,0.9974913001060490
846,여자보고는 꾸며야 된다 남자가 꾸미면 뭔 남자가 꾸미냐 존나 어이털려~^^,Negative,0.016180135309696200,0.9838199019432070
855,아니ㅋㅋㅋ 화장이나 꾸밈=게이 이런건 뭔 논리냐곸ㅋㅋㅋ,Negative,0.0018355471547693000,0.9981644749641420
861,맞고 시작하자,Negative,0.005645141005516050,0.9943548440933230
865,화장하는건 좋은데  지나치게 하는건 별로,Negative,0.0014918395318090900,0.9985081553459170
866,몇명은 맞잖니 ㅋ,Negative,0.00393732450902462,0.996062695980072
868,"근데 우리나라 뿐만아니고 화장하는 남자(연예인빼고) 이상하게 보는건 전세계 공통임... 남성스러움 여성스러움 이런걸 떠나서 걍 사회의 통념 같은것임. 어쨋든 인간은 현실을 살아가야하고 통념을 벗어나면 손가락질 받는것도 엄연한 '현실'임. 가만보면 남자도 화장하는거 상관없다 하는 여자들보면 대부분 연령대가 어림.. 20대 후반 넘어가고 사회생활도 어느정도 해본 어른 여성들 중에 화장하는 남자 좋아하는 여성은 거의 없다고 보면됨. 뭐 나는 남자가 화장하는것에 비난은 안하지만, 개인적으론 남자는 화장보다 근육 운동이 더 매력적이라고 생각함",Negative,0.11440194398164700,0.8855980634689330
875,남자가 화장해서 게이면 남자연예인들은 다 게이임??,Negative,0.004946375265717510,0.9950535893440250
885,근데 정말....저기 5명 다 게이네..,Negative,0.10222429037094100,0.8977756500244140
886,마초국 미국 영국가면 존나 쳐맞음,Negative,0.06031695753335950,0.9396830797195440
891,내 취향이지만 자연스럽게 티안나게 하는건 좋지만 얼굴하얗게 동동뜨고 입술 새빨갛고 스모키 이렇게 진한건 부담스럽고 싫음 물론 남자 뿐만 아니라 여자도 마찬가지,Negative,0.004801018163561820,0.9951990246772770
896,어이없네여!!!!,Negative,0.001419877982698380,0.9985800981521610
897,다떠나서 너무티나게했음...,Negative,0.0028080856427550300,0.9971919655799870
902,남성스러움 여성스러움을 나누는 거 자체가혐오고 차별이다.,Negative,0.003774202661588790,0.9962257742881780
904,마초상은 더 이상 여자한테 인기없다곱상하고 예쁜남자가 대세지ㅎㅎ내가 보기엔 화장은 과학이다여자 풀메이크업? 지워봐라 다른 사람이다ㅋㅋㅋ남자도 비비  컨실러로 모공이랑 여드름 무조건 가리자이건 더이상 선택이 아닌 필수여남자화장을 까는 색기들은 노인네가 분명하다,Negative,0.023630838841199900,0.9763691425323490
905,적당히 했으면 좋겠담.,Negative,0.0018951859092339900,0.9981048107147220
910,"너무 티 안나게피부정돈정도는 뭐 ,",Negative,0.0015373342903330900,0.9984626770019530
912,"남자가 메이크업 하는게 인륜에 위배되지 않고 위법이 아니지만.... 정도 란게 있었으면 합니다 여자야 역사적으로 그래왔고 사회적으로도 안하기가 힘들지만 남자가 꾸미는 방법은 다이어트, 패션등의 여러가지 방법이 있고 촬영 혹은 피부 컴플렉스를 감추기 위한 즉 필요에 의해 불가피하게 화장을 하는것은 어쩔수 없어도 단지 예뻐 보이기 위한 화장은 문제가 있다고 봐요 양성평등을 존중하고 남녀 구분을 꼭 정확하게 나눌 필요 없지만 넘지 말아야 할 선은 지키는것이 좋습니다",Negative,0.010158765129745000,0.9898412227630620
917,남자가 화장하면 다 게이임?..;;,Negative,0.0029565636068582500,0.9970434308052060
920,1:21 그러합니다,Negative,0.007662996184080840,0.9923369884490970
927,인륜에 위배되는 것도 아니고 범죄나 불법도 아니지만 제발 진하게 하진 마요 추해요.... 왜 굳이 화장까지 하려해요 그러지 마요.... 남자입장에선 불편해요,Negative,0.0013589068548753900,0.9986410737037660
928,근데 다들 되게 여성스러우심 뭔가 말할때 손짓도 과하고 ㅋㅋ 말투도 나긋나긋,Negative,0.07942420244216920,0.9205757975578310
930,할려면 고려해야 될께 동성에게는 개극혐입니다,Negative,0.10699713975191100,0.8930028676986690
933,근데 화장하는것은 이해하는데 적당히 좀 하지 풀메이커 하고 다니나 보네,Negative,0.004591836128383880,0.9954081773757940
938,화장해서 보기는 좋은데.. 목소리나 말투가 약간 그쪽인 느낌이 나네요.. ㅋㅋ,Negative,0.12359379231929800,0.8764062523841860
940,그래 게이같다느니 뭐같다느니 그시간에 씻고 관리나좀 해라 한심..,Negative,0.0044222548604011500,0.9955776929855350
941,화장을 해도 ... 참... ,Negative,0.0033584802877157900,0.9966415166854860
946,그래 자유지 하지만 난 안할란다ㅋㅋㅋ,Negative,0.001410032738931480,0.9985899925231930
958,"화장 안해도 남자는 잘생긴 사람이 많아서 그래, 여자들은 화장 까보세요  양심에 손을 얹고 예쁜 여자 있음?  난 살면서 딱 두번봄 쌩얼인데 예쁜사람",Negative,0.12576517462730400,0.8742347955703740
960,ㅋㅋ 남자한테는 화장하라고 하고 여자들한테 화장강요하지말라고 탈코르셋 운동하고 이중성 오지네,Negative,0.0016395593993365800,0.9983604550361630
961,그웨에에엑,Negative,0.13085877895355200,0.8691412210464480
966,남자가 남자스럽게 화장하는것도 안됨?무슨 남자가 여성스럽게 화장하는것도 아니고;;남자가 자신의 외모를꾸미고 가꾸고 하는거에 대해서 뭐라고 하는건 좀 아닌듯 꼭 남자는 화장을 하지말고 여자는 꼭 화장을 하자라는 말도 없고 ;;그리고 또 화장안하면 못생겼다라는 말화장하면 화떡. 남 평가하지말고 자기 얼굴이나 관리하세요.   남자가 뭐 화장했다 화떡이다 하지말고 ㅎㅎ남자도 화장할 수 있는 권리가 있어요,Negative,0.08022376149892810,0.919776201248169
967,눈썹 피부톤 화장은 티도 많이 안나고 깨끗해 보이는데 아이라인은 씹오바 극혐 솔찍히,Negative,0.0021689801942557100,0.9978310465812680
968,저돼지치워러,Negative,0.08895780891180040,0.9110422134399410
969,아무리이런영상을봐도내눈에화장하는남자는별로임,Negative,0.003046269528567790,0.9969537854194640
970,화장하는 남자는 무섭다. 모든여자와 화장을 옹호하는 사람들을 편으로 두고 있으니깐. 이정도면 거의 사회적 약자아닌가?  진짜 당당해지고 싶다면  감추지말고 바꿔라. 비비크림이랑 파운데이션 몇번 두드리면  콤플렉스가 없어진다고 생각하는거야? 진짜그런거냐?  여자들아 화장이 자기관리라고 생각하니. 운동해본사람이라면 그런말 못할텐데 남자로 태어났으니 여자같다는 말은 듣기싫고 남자답고는 싶은데 화장은 해야겟고.. 남자가 화장하는게 틀린건아니다. 이상한거다. 화장없이 못사는 여자들은 그러려니 할수잇겟지만 남자가 봤을땐 이상하게 보는게 정상이다. 지극히 정상이다. ,Negative,0.001765426597557960,0.9982345700263980
973,무슨 남자가화장이야 존나 느끼하게 생겼지 잘생기지도 않았는데남자도 화장해야되요 하는사람 대다수가 게이 그리고 여자들씨바 지들이 뭔데 남자보고 화장하라고 하는거지? 자기들이 오히려 화장을 왜강요하는거야? 남자한테?,Negative,0.0016550879226997500,0.9983449578285220
974,그게어떻냐니? 존나게이같지,Negative,0.004839071538299320,0.9951608777046200
976,화장이 문제가 아닌것같은데..하는짓이 게이스럽구만 ㅋㅋ,Negative,0.00912177562713623,0.9908782243728640
977,아니 ㅋㅋ 여자가 화장하든말든 상관하지 말라며 ㅋㅋ 가스라이팅 하지말라며 ㅋㅋ 근데 니네들은 왜 남자보고 이래라 저래라임?ㅋㅋ 정작 니들도 똑같이 하잖아 ㅋㅋ 그럼 남자들이 여자보고 강요하더라도 입 다물어야죠 ㅋㅋ 같이 공격하면 되지 뭘 새삼 ㅋㅋ,Negative,0.031565360724926000,0.9684346914291380
978,예 별로임,Negative,0.0013793184189125900,0.9986206889152530
