,comment,sentiment,positive,negative
239,전 여잔데도 시선때문에 못하는데ㅠㅜ내가 못생긴걸 스스로도 아는데 호박에 줄긋는다고 수박안되는걸아니깐오히려 내가 화장을 하면 애들이 이상하게 볼것같아서 못하는데,Negative,0.034748271107673645,0.9652517437934875
240,남자들아 제발 좀 꾸미고 다녀; 조선시대도 아니고 남자가~ 여자가~ 이것 좀 그만 해대,Negative,0.001359085668809712,0.9986409544944763
243,여러분들은 피부에 뭐가 많이 나있는게 보기좋으신가요?아님 화장해서  피부관리하는게 좋으신가요?,Negative,0.005282387137413025,0.9947176575660706
246,남자가 화장하는 게 뭐가 어때서? 좀 하고 다녀라 제발,Negative,0.027314594015479088,0.9726853966712952
260,화장은 자기 만족임 다이어트 처럼! 스스로 만족하면 화장이든 다이어트든 별 상관없다고 생각함,Negative,0.1455303579568863,0.8544696569442749
264,저런말하는 남자들 제발 본인관리부터 좀 하고살아...,Negative,0.07105237990617752,0.9289475679397583
269,난 화장이 '못생김을 커버친다' 라기 보다는 '자신의 아름다움을 부각시키는 일' 이라고 생각함.,Negative,0.1366768628358841,0.8633230924606323
270,남자분들도 화장좀하세요ㅋㅋㅋㅋㅋㅋㅋㅋ여자만하지말고 여자들한테도 예의지키자구 ㅎㅎ^^,Negative,0.037066470831632614,0.9629335403442383
273,"대체 왜 여자는 꾸밀 줄 알아야하고 남자는 화장을 하면 안되고를 왜 본인들이 정하는지ㅋㅋㅋ 꾸밀줄도 모르고 자기관리 못해서 숙성된 외모로 '난 남자다운거야 빼애액' 하고 화장하는 사람들 게이같다고 게이,꾸밀줄 아는 남자들 쌍으로 후려치기하는거보면 ㄹㅇ 한심해요 제발",Negative,0.007053930778056383,0.9929460883140564
287,남자가 화장하면 섹시하잖아!!!!!!관리 하는 남자라니 존섹이더 정멀!!!!!!!!!!!!!!!!!!!!!!!!!!,Negative,0.0320143923163414,0.9679856300354004
288,그럼 남자연애인들은 전부 게이냐ㅋ,Negative,0.0020941556431353092,0.9979058504104614
292,저사람들 근데 여자보다 꿀피부에 잘꾸미시는듯ㅜㅜ이건 감각과 관심..자기개발의 방향같음..,Negative,0.05827813595533371,0.9417218565940857
297,남자는 화장하면 안된다는건 성형외과에 남자들이 가서상담받는거 못 봐서 그렇고시술받고 성형하는거 못 봐서그런거다,Negative,0.06727877259254456,0.9327212572097778
299,남자분들 이제는 자신을 꾸밉시다,Negative,0.07689405977725983,0.9231059551239014
300,좀 꾸몄으면 좋겠다...젭알.. 하다못해 눈썹정리라도!,Negative,0.005657170433551073,0.9943428039550781
301,Impa님 실제로 길가다 한 번 뵜는데 싱기하네여,Negative,0.11025891453027725,0.8897411227226257
306,놀랍게도 영상의 모든 출연자가 게이 맞아요 끼텀~끼탑이네,Negative,0.0704863891005516,0.9295136332511902
307,자기들이 좋아하는 아이돌한테는 저런말 안하면서 꼭 다른 분들한텐 그러더라,Negative,0.016786228865385056,0.9832137227058411
308,화장하는 남자가 더 좋음 자기 관리 잘하고 ㅠㅠ,Negative,0.01586265303194523,0.9841373562812805
309,진짜세상편견...깨기힘들다,Negative,0.1287708580493927,0.8712291717529297
312,제가 숏컷을 했는데 남자애들이 너 왜 남자 따라해? 이러는게 너무 무식했어요,Negative,0.009978012181818485,0.9900219440460205
313,솔직히 안꾸민남자보다 꾸민남자가 더 매력있음,Negative,0.03390945494174957,0.9660905003547668
318,동물도 수컷이더 화려한데.....인간은도대체.....,Negative,0.0062359413132071495,0.9937640428543091
323,관리안하는거보단 화장해가면서 머리정리하고 눈썹정리하고 피부관리하고 관리하는게 좋은거아닌가??,Negative,0.1492016613483429,0.8507983684539795
325,그래봤자 쌩얼 훈남을 이길수가없습니다..ㅠ피부관리랑 입술 쉐딩정도하면... 잘생겨지긴하지..,Negative,0.0015871901996433735,0.9984128475189209
329,여친이 아이돌 메이크업 해준뒤로 너무 이뻐보여서..ㅋㅋㅋ그뒤로 베이스랑 음영 틴트정도만 함,Negative,0.00592403020709753,0.9940759539604187
330,"저..화장안하는 여자인데..거의 기초는 바르고 다니까 틴트, 눈썹 그리고 다니거든요? 친구들은 화장하고 다니니까 화장만 하면 예쁠텐데..이런말 많이 듣고 다녀요..짜증나서 뒤통수 한대 갈귀고 싶어요..",Negative,0.014222260564565659,0.9857777953147888
337,안 꾸미고 다니는 남자보단 화장하는 남자가 더 끌리던데,Negative,0.1425294280052185,0.8574705719947815
340,0:51 후니언님 개사이다,Negative,0.11615800112485886,0.8838419914245605
341,남자가 화장하는게 뭐가 이상하다는건지..화장은 '여자'들만 하는게 아니라 외모에 관심이 많은 사람들이 하는거라는거..,Negative,0.13607361912727356,0.863926351070404
342,여자들은 다 안다. 도태된 안여돼만 저런 화장하는 남자들 질투해서 부들거리는거,Negative,0.006231391802430153,0.9937686324119568
343,남돌 무대를 봐 남자도 화장하면 잘생겨지고 아름다워진다고,Negative,0.1376977562904358,0.8623022437095642
346,메이크업까지는 좀 그렇고 남자도 피부가 깨끗한 사람이 호감이 가기는 함,Negative,0.0241698045283556,0.9758301973342896
347,우앙 ㅎ후니언님 낭낭쿠하시당 ,Negative,0.04669073596596718,0.9533092379570007
348,남자가 화장할수도있지...,Negative,0.0120011605322361,0.9879988431930542
350,솔직히 한국에서 이런것을 보면 미국보다 한국이 편견이 많다는 생각을 하게 되네요 ㅠㅠ,Negative,0.14842931926250458,0.8515706658363342
351,꾸미는 남자가 체고다..,Negative,0.0282755009829998,0.9717244505882263
354,나 숏컷 했는데 남자냐? 라고 하는거 진짜 짜증남.숏컷은 남자만 하라는거 아니잖아,Negative,0.012263154610991478,0.9877368211746216
356,..  여성분들과똑같은데 ...여성분들도 이뻐보일려고하듯이 남성분들도 멋있어보일려고하는거 똑같아요!화장하시는 남성분들 더욱 당당해지세요!,Negative,0.0015436050016433,0.9984564185142517
357,"44:00화장 안하는  여자들보고  ""넌  왜  화장  안해?""""왜  남자인척  하는거야? ""  하는  머리  텅텅  빈 돌+아이  들이  있긴  있더라구요..ㅜㅜ",Negative,0.06452595442533493,0.9354740381240845
360,차라리 꾸미는게 낫지 관리 1도 안하면서 남 평가들은 오질나게 해대요 개싫;;,Negative,0.0015834366204217076,0.9984166026115417
364,"영상에서 여자가 화장 안해도 뭐라 안한다고 하시는데 화장 안하는 여성에게도 뭐라 합니다. 왜 안꾸미냐, 좀 꾸며라, 여자가 왜 그러고 다니냐, 이제 꾸밀나이 아니냐, 머리 자르면 왜 남자같이 하고 다니냐..등등(미간짚)",Negative,0.0022586043924093246,0.9977413415908813
365,여자도 예뻐보일려고 화장하듯이 남자도 멋져보일려고 화장할수도있지,Negative,0.010902101173996925,0.9890979528427124
366,뭐 화장하는게 어떠냐 아이돌들도 다 메이크업 받는데 뭐근데 너무 비비떡칠하고 화장티 오지게나면 조금 부담스럽긴하지만,Negative,0.044904518872499466,0.9550954699516296
367,사춘기 여학생들도 수능 끝나면 자신감 가지려고 성형 하는 에피소드 나오듯이여자도 예뻐지려는거 성형하는거 거기도 의사 선생님이시고 치료한거니까 봐줄법도한데 결국 남자도 여자한테 성형괴물 놀리면 기분 나쁘듯 여자도 남자라고 강하니까 뭐 화장품 안해도 돼 피부도 강철이니까 그런 선입견 가지는거랑 똑같아 무조건  남자들은 여자들 쁘띠 성형한 인간은 괴물이다이런식으로 보는거랑 말이야 결국 내말은 선입견은  여자나 남자나 똑같다고 결국 같은 부류 종류사람인데 싸우지 말자 퉁치자 가뜩이나 우리나라 저출산 국가인데 남녀끼리 저리 피터지게 싸워봤자 k1선수처럼 돈을 쳐주니 뭘주니 구찮게 메갈충이라니 게이라니 그런 패드립치면서 싸우지말자 그건 니 무지함을 광고하는거랑 같아 그래서 시집장가 잘가겠다 혹시 여기에 의의제기할 인간한테 할말이야,Negative,0.09374082833528519,0.9062591195106506
373,동영상보시면 어느정도느끼듯이 남자가화장을 한다는거 자체는 이상하지않은데 과도한 화장이나 눈쌀이찌푸려지는 정도의 화장은 상대에게 혐오감을줄수도있다.그리고 영상처럼 말투 목소리 표정  손짓 제스쳐 하나하나 여성스러운분들이 화장까지 하고다니니 게이소리를듣는겁니다아이돌이나 남자다운분들이 화장하면 전혀 게이스럽지않아보입니다화장이 잘못됐다 하면안된다가 아니고 저분들이 게이같다라는 말을 듣는 이유를 설명하는겁니다.화장하는 남자에대해 편견은없어요하지만 저렇게 여성스러운분들이 화장까지하고 공공장소에서 팩트를 두들긴다던지 여성스러움을 부각될정도로 티가난다면 눈살이 찌푸려지는건 사실입니다 대한민국이 많이 발전했지만 아직 현실은 이렇네요.안타깝네요,Negative,0.006202136632055044,0.9937978982925415
376,0:49 보다가 급 뿜음ㅋㄱㅋㄱㄱㄱㄱㄱㄱㄱ ㄱㄱㄱㄱ남자인 척 하고 다녀ㅋㄱㄱㄱㄱㅋㄱㄱㄱ ㅋ ㄱㅋㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱ미친 진짜 맞는말만 때려박으심🖒🖒,Negative,0.0231627207249403,0.9768372774124146
377,현직 장의사입니다.기쁜마음에 눌렀다가 그냥 지나가겠습니다.,Negative,0.030156221240758896,0.9698438048362732
379,화장하는 사람들 다 자기관리 ㅈㄴ 잘하고 믓지게 사는 사람들임,Negative,0.1018853709101677,0.8981146216392517
380,좀 꾸미자 남자들아,Negative,0.009435076266527176,0.9905649423599243
381,"요즘 보면 예쁜거랑 잘생긴거랑 구분을 못하긴 하는 듯 ㅋㅋㅋㅋ 아이돌이 다망쳐 놨지. 남자들이 점점 남성성을 잃어가고 있어 ㅋㅋㅋㅋ 뭐 본인들이 좋으니까 하겠다는거 뭐라하진 않겠지만솔직히 게이 같긴함 ㅋ. 남자다움 여자다움을 구분하는게 잘못됐다고? 남자다움과 여자다움은 분명히 존재함 ㅋ 남자다움과 여자다움이 없다면 남자, 여자를 왜나눔 그냥 사람이라고 통칭하지 ㅋ어차피 사람 본능이 남자는 여성성에 끌리게 되어있고 여자는 남성성에 끌리게 되어있다. 어린애들이나 아직 그런 개념이 없고 그러다보니 예쁜애들을 좋아하지 20대 중반만 가도 성적인 매력에 더 끌리게 되기 때문에 남자다운 남자를 더 좋아하게 되는건 팩트임 ㅋ. 화장하는거? 본인들 자유 맞음. 게이같다고 생각하는거? 내 자유 맞음. 뭐라하진 않겠음 ㅋㅋㅋ",Negative,0.11162716150283813,0.8883727788925171
382,요즘 시대가 바뀌어서 남자들도 화장 많이하죠피부관리도하구요..남성성 여성성 강조하는거 자체가 구시대적 발상인듯하네요,Negative,0.0025739348493516445,0.9974260330200195
383,내가 게이인데 솔직히 뷰티크리 남자분들 끼로라가 너무 나와서 일반분들도 끼로라를 캐치하셔서 말하는것같은데 내가봐도 너무 티남,Negative,0.00927030760794878,0.9907296895980835
384,"게이같다라닠ㅋㅋㅋㅋㅋ도대체 게이같은게 뭔지 모르겠네요.....게이같은건 뭐고, 남자같은건 뭐고, 여자같은건 뭘까요? 영상에 나오신 분들 힘네세요...",Negative,0.0013946292456239462,0.9986053705215454
386,화장하는 남자가 게이는 아니지만게이들은 모두 화장하더라,Negative,0.01117885671555996,0.9888211488723755
387,존나다극혐 ㅋㅋㅋ,Negative,0.0013648703461512923,0.9986351728439331
389,존나 역겹네,Negative,0.0014106892049312592,0.9985893368721008
390,0:47 합니다... 너무 많이 해요... 남자가 되고 싶은 거냐 남자냐 남자 같다...,Negative,0.001421481603756547,0.9985784888267517
391,전 화장하는거 자기만족 ㅋㅋㅋ 잘보일맘 1도없음ㅋㅋ,Negative,0.0051460410468280315,0.9948539137840271
392,남자화장한다고왜욕함?? 뭐그딴편견이다있어엄청이상한놈들이다있네 ㅋㅋㅋ그럼 남자연예인도 화장하면욕하겄네ㅋ?,Negative,0.049264825880527496,0.9507351517677307
393,개 역겹네 ㅋㅋㅋㅋㅋㅋㅋ,Negative,0.0014733450952917337,0.9985266327857971
395,)*( 똥이 주르륵 우욱씹;;,Negative,0.1294213831424713,0.8705785870552063
396,전부 공통점이 말투가 되게 여성스럽네,Negative,0.006383062805980444,0.9936169385910034
397,5년후 미래 : 항문에서 똥 줄줄 흐름,Negative,0.06190495565533638,0.9380950331687927
398,화장하는 남자 응원 못합니다!!,Negative,0.006908463779836893,0.9930915236473083
399,뭔 화장이여 남자가,Negative,0.0018941322341561317,0.9981058239936829
403,나도 하는데.,Negative,0.08002690970897675,0.9199730753898621
407,진짜게이같네,Negative,0.0014875887427479029,0.9985124468803406
409,네 다 게 네 다 똥 네 다 퀴,Negative,0.001461873878724873,0.9985381364822388
410,0:44 죄송한데 여자들 화장 안하고 다니면 욕먹어요,Negative,0.0018476997502148151,0.9981522560119629
412,ㅡ똥ㅡ,Negative,0.005900056101381779,0.9940999746322632
415,너왜남자인척해?는 아니지만 너왜 화장안하고다녀? 는 들어요.... 그렇게 말하는 사람들은 그냥 개성존중이 없고 뭔가 다르다고 생각되면 이질감 거부감 드는거같아요.... 남자가 화장을 하는것도 여자가 화장을 안하는것도 성별을 떠나 개인이 하고싶은건데 왜 그거에 대해 본인하나 건사하기도 힘들면서 오지랖을 부리는걸까요(\3/)7,Negative,0.009074623696506023,0.9909253716468811
416,한국남자분들 제발 화장좀 하고다니세요 길거리 다닐때마다 보기 힘듦니다ㅜㅜ,Negative,0.003914635628461838,0.9960854053497314
418,솔직히 관리안하고 다니는 남자보단 화장하는남자가 더 낫지ㅋㅋ얼굴은 물론이고ㅋㅋ여자친구 화장하는 맘도 이해하고 둘이서 화장품 얘기 할 수있잖슴ㅋㅋㅋㅋㅋㅋ,Negative,0.09794553369283676,0.902054488658905
419,똥게이 ㅋㅋ,Negative,0.0071024117060005665,0.9928975701332092
420,맞아요 남자여자 정해져있는게 어딨나여 제 남친이제 치마입힐게요 그리고 여자분들 더치페이에 결혼자금도 반반으로하죠,Negative,0.024114131927490234,0.9758858680725098
422,"댓글 상태봐; 남자가 화장하는게 그렇게 이상해보임? 댓글들이 게이로 도배되어있는데, 남자가 화장하는거랑 동성애가 무슨 연관성이 있는건데;;",Negative,0.036074887961149216,0.9639251232147217
425,화장을 해서 충분히 잘생겨진다면 여자들도 보기좋지만 입술 너무 빨갛게 하고 볼터치가 과하고 피부톤이 너무 밝고 섀도우가 블링블링하다던지 아이라인을 쫙 뺀다던지 하면 거부감이 들죠.. 여드름 가리기 위해 컨실러 바른다던지 눈썹 숱이 없어서 채우는건 당연한거지만 아무 문제가 없는데 입술빨갛고 하얗게 하면 잘생겨보일려는게 아니고 예뻐보이려고 하는건가? 싶어서 그래용,Negative,0.016632981598377228,0.9833670258522034
427,"진짜 그렇게 따지면 티비나 화보,잡지 같은거에서  쉽게 볼수있는 남자 배우,가수, 모델들도 다 화장을 했고 그건 사람들이 다 알고 있고 유투브같은데에서 가끔 보면 남자 아이돌 메이크업을 따라하는 영상들도 많은데 일반인 남자들은 화장하면 게이니 트젠이니 온갖 욕을 들어야되고 일반인이라서 이상해보이는건가?ㅋㅋ꾸미는건 자기 마음이고 남자건 여자건 멋지고 이뻐보이고 싶은 마음이 성별 상관없이 있는건데ㅋㅋ애초에 화장품은 여자만 쓰는거다.라는 법이 있는것도 아니고 진짜 이해가 안되네;",Negative,0.05616505444049835,0.9438349604606628
428,으 극혐...,Negative,0.0016003074124455452,0.9983996748924255
430,예전엔 화장하는 남자분들 좀 그랬는데지금은 자기관리 할줄아는 남자분들이 좋음그래도 과한거는 싫단말이지,Negative,0.07503639161586761,0.924963653087616
431,남자가 남자답고 여자가 여성스러울때 가장 멋잇고 예쁜것이다 자연을 거스르려하니까 꼴보기가 싫은거야 여자가 가슴 절벽에 남자처럼 울긋불긋 근육있으면 좋냐? 똑같은거야 자연을 거스르려하지마라 남자면 남자답게 운동을해서 떡대를 키워,Negative,0.12237218022346497,0.8776277899742126
432,여자에게는 화장을 하지 않으면 '여자가 화장도 안하고 다녀?' 남자에게는 화장을 하면' 무슨 남자가 화장을 하고 다녀?' 그건 개개인의 자유에요 남들이 뭐라 할 이유는 없어요,Negative,0.09908692538738251,0.9009130597114563
433,좀꾸며 남자놈들아!!!!!!좀 꾸미라고!!!!!예쁘게 가꾸라고!!!!!!!못생긴얼굴 보기싫다고!!!!!!!!!!!,Negative,0.028666913509368896,0.9713330864906311
449,여자가 화장 안 하면 왜 화장 안 하고 다니냐는 말 정말 많이 들어요남자같다고도 말하고 ;무조건 여자한텐 ~지 않잖아요 이렇게 접근하는 것은 화장에 성별구분 안 좋아하시는 분이 말할 게 아닌 거 같은데 ㅎ,Negative,0.003443049034103751,0.9965569376945496
452,우리가 어떤 민족 입니까 오지랖의 민족 아니겠습니까?!,Negative,0.06868540495634079,0.9313146471977234
454,여기 나오신분들 화장하고 나오니 배우연습생같아요ㅋ,Negative,0.002938168356195092,0.9970618486404419
460,남자들도 화장 해야하는 시대아님..? 아이섀도우 이런건 아니더라도 눈썹 피부화장 컨투어링 이런건 할 수 있다고 생각함..,Negative,0.061493247747421265,0.9385067820549011
462,화장하는 남자인데 다른 욕 다 그러려니 넘기는데 게이같다는 말은 진짜 화남,Negative,0.09862465411424637,0.9013753533363342
467,남자연예인들도 화장하는뎈ㅋㅋㅋㅋ그리고 꾸밀 권리는 누구한테나 다 있는데 여자한테만 꾸미는게 당연하다는건 정말 아니다.,Negative,0.011349663138389587,0.988650381565094
471,아이고... 화장하는건 남자든여자든자기 마음인뎀..,Negative,0.019562171772122383,0.9804378151893616
472,안 꾸미는 남자보단 꾸미는 남자가 훨씬 호감이다..,Negative,0.0827549621462822,0.917245090007782
473,남자도 꾸미면보기좋다 남자가 틴트바르면 뭐 생기있어보여 좋다 그냥 하고싶은대로하세요 그게제일보기좋아요,Negative,0.012779494747519493,0.9872205257415771
475,남자인척하고다녀?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저렇겐 안 물어보도라도 화장 왜 안하냐고 묻긴 하져... 맞아~~~~ 화장을 남녀 왜 구분해~~~걍 다 잘생기고 이뻐보이려 하는거지~~~,Negative,0.019850507378578186,0.980149507522583
480,하던말던 뭔상관 남 인생에 감놔라 배놔라 하지마라모든 화장하는 남성분들 파이야!,Negative,0.06389515846967697,0.9361048340797424
489,1:40 에  옷 진짜 취적이다...,Negative,0.028888195753097534,0.9711118340492249
500,화장한다고 게이라고 비판하면 화장안하시는 여자분들께 레즈냐 라고 하는거랑 똑같음,Negative,0.010641067288815975,0.9893589615821838
503,이상한 네모네모안경에 여드름뿜빰피부에 다 갈라진 회색입술보단 렌즈껴서 눈 또렷하고 피부 깔끔하고 적당히 분홍분홍하고 촉촉한 입술이 백배는 낫지 않나 ㅜㅠㅜㅜㅜㅜㅜㅜㅠㅜㅠㅜ 아니 처음부터 남자는 화장하면 안돼! 화장은 여자들이 하는거다! 라고 정의하는 거 자체가 이상함;;;;;,Negative,0.006277312990278006,0.993722677230835
505,남자가 화장한다고 뭐라할꺼면 남자bj분들한테 입술 색없다고 틴트는 왜바르라하는건지..,Negative,0.13896764814853668,0.8610323071479797
506,진짜 관리 1도 안하는것보단 나아..... 적어도 자연스러운 피부 ㄴ정싫으면 눈썹정리라도 하던가... 조또 안꾸미는것들이 이쁜건 또 오질나게 밝힘ㅁ...,Negative,0.0034205277916043997,0.9965795278549194
507,화장까진 모르겠는데 피부관리 눈썹정리 썬크림쯤은 해주셨으면 좋겠네욤 특히 눈썹정리,Negative,0.13807955384254456,0.8619204163551331
